Damage_Status,OBJECTID,aadt_type,priority,sh_sa_ir,faadt,fedfunccls,fed_urbrur,capacity,jurisdictn,link_id,nhs_status,num_lanes,offic_mile,prim_bmp,prirtecode,prim_emp,prirtename,segment_id,speed_lim,speedsrc,st_urbrur,strtname,townname,towncode,cntyname,cnty_no,surfc_type,dot_region,dot_regi_1,Shape_Leng,x,y,Z_Min,Z_Max,Z_Mean,Min_Slope,Avg_Slope,Max_Slope,Damage_Status_y,Nearest_Gauge,Max_Height,Return_Period,Distance_to_Coast_m,Nearest_Wave_Gauge,Max_WVHT,Max_Dir,Avg_WVHT,Avg_Dir,Nearest_Wind_Gauge,Max_WSPD,Max_WSPD_Dir,Avg_WSPD,Avg_WSPD_Dir,Nearest_Precip_Gauge,Precipitation,Rel_Elev_Min,Rel_Elev_Mean,Rel_Elev_Max,Inundation_Duration_Min
No Damage,13489,E,4,SA-001,3067,Minor Collector,Urban,1040,State aid,3941492,Fed aid non-NHS,2,Y,0.84,3120001,0.85,RD INV 31 20001,68193,0,Unposted,Urban,BEACH ST,Kennebunk,31110,York,31,Flexible,1,Southern,6.878071293,-70.48035935,43.3480943,3.000000096,4.000000128,3.798315512,0,1.740392024,5.895846948,No Damage,Seavey,2.52984,109.8,33.31425993,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,0.47016,1.26847539,1.47016,0
No Damage,32025,E,5,IR-3121408,484,Local,Urban,1000,Townway,238771,Non-fed aid non-NHS,2,Y,0.18,3121408,0.26,RD INV 31 21408,85808,0,Unposted,Urban,BAYBERRY DR,Kennebunk,31110,York,31,Flexible,1,Southern,52.21985107,-70.48406059,43.34843701,3.000000096,3.000000096,3.000000096,0,0,0,No Damage,Seavey,2.52984,109.8,94.17907254,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,0.47016,0.47016,0.47016,0
No Damage,31822,E,5,IR-3121408,677,Local,Urban,1000,Townway,240977,Non-fed aid non-NHS,2,Y,0,3121408,0.18,RD INV 31 21408,8217,0,Unposted,Urban,BAYBERRY DR,Kennebunk,31110,York,31,Flexible,1,Southern,123.1395752,-70.48155181,43.34888143,3.000000096,3.000000096,3.000000096,0,0,0,No Damage,Seavey,2.52984,109.8,96.059231,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,0.47016,0.47016,0.47016,0
No Damage,13492,E,4,SA-001,3067,Minor Collector,Urban,1040,State aid,3941492,Fed aid non-NHS,2,Y,0.77,3120001,0.84,RD INV 31 20001,92192,0,Unposted,Urban,BEACH AV,Kennebunk,31110,York,31,Flexible,1,Southern,47.75213153,-70.48007227,43.34863764,3.000000096,3.000000096,3.000000096,0,0,0,No Damage,Seavey,2.52984,109.8,93.03472074,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,0.47016,0.47016,0.47016,0
No Damage,116156,E,5,IR-3122337,70,Local,Urban,1000,Townway,5082392,Non-fed aid non-NHS,2,Y,0,3122337,0.25,RD INV 31 22337,91728,0,Unposted,Urban,MARSHVIEW AV,Kennebunk,31110,York,31,Flexible,1,Southern,170.7102109,-70.48516881,43.3494203,2.000000064,3.000000096,2.987948252,0,0.603611616,6.201263361,No Damage,Seavey,2.52984,109.8,32.73630238,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,-0.52984,0.458108156,0.47016,204
Damage,31825,E,5,IR-3121920,70,Local,Urban,1000,Townway,240981,Non-fed aid non-NHS,2,Y,0.47,3121920,0.54,RD INV 31 21920,4631,0,Unposted,Urban,PENINSULA DR,Kennebunk,31110,York,31,Flexible,1,Southern,49.04413944,-70.4869186,43.34632924,2.000000064,3.000000096,2.839924766,0,1.467516817,5.056665275,Damage,Seavey,2.52984,109.8,79.89285629,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,-0.52984,0.310084675,0.47016,204
No Damage,177001,E,4,SA-001,3590,Minor Collector,Urban,1040,State aid,3941300,Fed aid non-NHS,2,Y,0.6,3120001,0.77,RD INV 31 20001,46573,0,Unposted,Urban,BEACH AV,Kennebunk,31110,York,31,Flexible,1,Southern,113.1818576,-70.47928516,43.35026099,0,7.000000224,3.640336845,0,1.380921015,6.690180317,No Damage,Seavey,2.52984,109.8,12.78307769,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,-2.52984,1.11049673,4.47016,894
No Damage,174153,E,4,SA-001,3559,Minor Collector,Urban,1040,State aid,3114758,Fed aid non-NHS,2,Y,0.4,3120001,0.6,RD INV 31 20001,2392,0,Unposted,Urban,BEACH AV,Kennebunk,31110,York,31,Flexible,1,Southern,137.3515886,-70.47919586,43.35293614,6.000000192,8.000000256,7.399326155,0,0.658592724,5.800219305,No Damage,Seavey,2.52984,109.8,164.95969,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,3.47016,4.869485917,5.47016,0
No Damage,104007,E,5,IR-3121408,364,Local,Urban,1000,Townway,5110486,Non-fed aid non-NHS,2,Y,0.32,3121408,0.38,RD INV 31 21408,10975,0,Unposted,Urban,BAYBERRY DR,Kennebunk,31110,York,31,Flexible,1,Southern,43.02229256,-70.48640057,43.34754267,2.000000064,3.000000096,2.849646177,0,2.080480547,5.657758909,No Damage,Seavey,2.52984,109.8,141.7996664,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,-0.52984,0.319806086,0.47016,204
No Damage,31821,E,5,IR-3127212,139,Local,Urban,1000,Townway,240972,Non-fed aid non-NHS,2,Y,0.19,3127212,0.51,RD INV 31 27212,71009,0,Unposted,Urban,FAIRFIELD DR,Kennebunk,31110,York,31,Flexible,1,Southern,216.4608773,-70.48157537,43.35267424,5.00000016,9.000000288,7.30363024,0,0.892727757,5.996559033,No Damage,Seavey,2.52984,109.8,281.3483,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,2.47016,4.773790008,6.47016,0
No Damage,31827,E,5,IR-3121408,367,Local,Urban,1000,Townway,240984,Non-fed aid non-NHS,2,Y,0.26,3121408,0.32,RD INV 31 21408,23230,0,Unposted,Urban,BAYBERRY DR,Kennebunk,31110,York,31,Flexible,1,Southern,42.64922236,-70.48534476,43.34804161,2.000000064,3.000000096,2.686192136,0,1.339046868,5.28385327,No Damage,Seavey,2.52984,109.8,138.5981833,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,-0.52984,0.156352051,0.47016,204
Damage,31826,E,5,IR-3121409,247,Local,Urban,1000,Townway,240983,Non-fed aid non-NHS,2,Y,0.18,3121409,0.25,RD INV 31 21409,24125,0,Unposted,Urban,SURF LN,Kennebunk,31110,York,31,Flexible,1,Southern,48.92074628,-70.48551964,43.34736753,2.000000064,4.000000128,2.754073782,0,1.382579082,6.48827037,No Damage,Seavey,2.52984,109.8,81.15208931,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,-0.52984,0.224233693,1.47016,204
No Damage,104249,E,5,IR-3122384,42,Local,Urban,1000,Townway,5110483,Non-fed aid non-NHS,2,Y,0.09,3122384,0.18,RD INV 31 22384,22502,0,Unposted,Urban,LARBOARD LN,Kennebunk,31110,York,31,Unimproved,1,Southern,57.74273862,-70.48743028,43.35709717,3.000000096,3.000000096,3.000000096,0,0,0,No Damage,Seavey,2.52984,109.8,192.9797708,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,0.47016,0.47016,0.47016,0
No Damage,109493,A,3,SA-014,5263,Major Collector,Urban,1400,State aid,3121260,Fed aid non-NHS,2,Y,22.34,0009X,22.57,ST RTE 9,83254,25,Posted,Urban,WESTERN AV,Kennebunk,31110,York,31,Flexible,1,Southern,154.2606927,-70.48398205,43.35932043,4.000000128,7.000000224,5.055319338,0,0.637507411,6.558280993,No Damage,Seavey,2.52984,109.8,244.9931041,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,1.47016,2.525479178,4.47016,0
No Damage,102509,E,5,IR-3121920,134,Local,Urban,1000,Townway,5082393,Non-fed aid non-NHS,2,Y,0,3121920,0.15,RD INV 31 21920,52039,0,Unposted,Urban,PENINSULA DR,Kennebunk,31110,York,31,Flexible,1,Southern,102.5490599,-70.48595819,43.34893776,3.000000096,3.000000096,3.000000096,0,0,0,No Damage,Seavey,2.52984,109.8,114.6713553,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,0.47016,0.47016,0.47016,0
No Damage,102510,E,5,IR-3121409,156,Local,Urban,1000,Townway,5082394,Non-fed aid non-NHS,2,Y,0,3121409,0.18,RD INV 31 21409,23678,0,Unposted,Urban,SURF LN,Kennebunk,31110,York,31,Flexible,1,Southern,120.2207238,-70.48724568,43.34864428,2.000000064,3.000000096,2.242794399,0,1.374751521,5.714011762,No Damage,Seavey,2.52984,109.8,187.429724,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,-0.52984,-0.287045671,0.47016,204
No Damage,69811,E,3,SA-014,9505,Major Collector,Urban,1400,State aid,3119693,Fed aid non-NHS,3,Y,22.58,0009X,22.611,ST RTE 9,3711,25,Posted,Urban,WESTERN AV,Kennebunk,31110,York,31,Flexible,1,Southern,20.23977197,-70.48127334,43.35971898,7.000000224,8.000000256,7.454333375,0,2.682534282,6.617966627,No Damage,Seavey,2.52984,109.8,118.8311942,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,4.47016,4.924493137,5.47016,0
Damage,31831,E,4,SA-001,2816,Minor Collector,Urban,1040,State aid,240990,Fed aid non-NHS,2,Y,0,3120813,0.08,RD INV 31 20813,63615,0,Unposted,Urban,BEACH AV,Kennebunk,31110,York,31,Flexible,1,Southern,54.2268996,-70.48578071,43.34654135,3.000000096,4.000000128,3.805859407,0,0.61039615,5.530268538,Damage,Seavey,2.52984,109.8,24.7414344,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,0.47016,1.276019285,1.47016,0
No Damage,21193,E,5,IR-3127215,32,Local,Urban,1000,Townway,2766057,Non-fed aid non-NHS,2,Y,0.06,3127215,0.09,RD INV 31 27215,9257,0,Unposted,Urban,SPRUCE LN,Kennebunk,31110,York,31,Flexible,1,Southern,22.48210232,-70.48145461,43.35421086,6.000000192,6.000000192,6.000000192,0,0,0,No Damage,Seavey,2.52984,109.8,387.8417621,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,3.47016,3.47016,3.47016,0
No Damage,31820,E,5,IR-3127212,101,Local,Urban,1000,Townway,240970,Non-fed aid non-NHS,2,Y,0,3127212,0.19,RD INV 31 27212,6421,0,Unposted,Urban,FAIRFIELD DR,Kennebunk,31110,York,31,Flexible,1,Southern,126.470855,-70.48071988,43.35487843,5.00000016,8.000000256,6.226318339,0,1.010291331,6.325458771,No Damage,Seavey,2.52984,109.8,296.0641327,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,2.47016,3.69647814,5.47016,0
No Damage,31829,E,5,IR-3120800,591,Local,Urban,1000,Townway,2997454,Non-fed aid non-NHS,2,Y,0.13,3120800,0.92,RD INV 31 20800,6451,0,Unposted,Urban,BOOTHBY RD,Kennebunk,31110,York,31,Flexible,1,Southern,536.4018966,-70.48814,43.34818,7.000000224,8.170900261,7.421886218,0,1.05768519,4.891638506,No Damage,Seavey,2.52984,109.8,345.9847638,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,4.47016,4.892045981,5.64106,0
No Damage,89573,E,3,SA-014,5312,Major Collector,Urban,1400,State aid,3124392,Fed aid non-NHS,2,Y,22.1,0009X,22.23,ST RTE 9,11987,25,Posted,Urban,WESTERN AV,Kennebunk,31110,York,31,Flexible,1,Southern,88.47895892,-70.48942701,43.35805661,4.000000128,10.00000032,6.513537485,0,1.259398121,6.118791996,No Damage,Seavey,2.52984,109.8,354.8995664,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,1.47016,3.983697278,7.47016,0
No Damage,109440,A,3,SA-014,5263,Major Collector,Urban,1400,State aid,3121260,Fed aid non-NHS,2,Y,22.23,0009X,22.34,ST RTE 9,37852,25,Posted,Urban,WESTERN AV,Kennebunk,31110,York,31,Flexible,1,Southern,73.85516007,-70.48724026,43.35874465,3.000000096,4.000000128,3.332024569,0,0.535410919,5.370995149,No Damage,Seavey,2.52984,109.8,372.884947,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,0.47016,0.802184462,1.47016,0
Damage,174156,E,4,SA-001,2786,Minor Collector,Urban,1040,State aid,3114759,Fed aid non-NHS,2,Y,0.08,3120813,0.47,RD INV 31 20813,58376,0,Unposted,Urban,BEACH AV,Kennebunk,31110,York,31,Flexible,1,Southern,262.6679803,-70.48936677,43.34555035,3.000000096,4.000000128,3.673060498,0,1.596870749,6.156059977,No Damage,Seavey,2.52984,109.8,19.97449273,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,0.47016,1.143220381,1.47016,0
No Damage,76616,E,4,SA-001,3485,Minor Collector,Urban,1040,State aid,3132491,Fed aid non-NHS,2,Y,0.2,3120001,0.4,RD INV 31 20001,38201,0,Unposted,Urban,BEACH AV,Kennebunk,31110,York,31,Flexible,1,Southern,136.2548945,-70.47923286,43.35585542,6.000000192,8.000000256,7.11527011,0,0.803054249,5.469560122,No Damage,Seavey,2.52984,109.8,143.4181525,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,3.47016,4.585429881,5.47016,0
No Damage,102537,E,5,IR-3125056,56,Local,Urban,1000,Townway,5082415,Non-fed aid non-NHS,2,Y,0,3125056,0.16,RD INV 31 25056,50995,0,Unposted,Urban,WALLACE ST,Kennebunk,31110,York,31,Flexible,1,Southern,106.1637339,-70.48131292,43.35695805,4.000000128,8.000000256,5.541138996,0,1.145122155,6.316697385,No Damage,Seavey,2.52984,109.8,187.7251791,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,1.47016,3.01129882,5.47016,0
No Damage,142593,E,4,SA-001,3816,Minor Collector,Urban,1040,State aid,3120353,Fed aid non-NHS,2,Y,0.08,3120001,0.14,RD INV 31 20001,2673,0,Unposted,Urban,BEACH AV,Kennebunk,31110,York,31,Flexible,1,Southern,38.84722942,-70.48059361,43.35837346,5.00000016,7.000000224,5.616783474,0,1.109699267,5.954252238,No Damage,Seavey,2.52984,109.8,150.4025329,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,2.47016,3.086943294,4.47016,0
No Damage,102538,E,5,IR-3127217,49,Local,Urban,1000,Townway,5082416,Non-fed aid non-NHS,2,Y,0,3127217,0.11,RD INV 31 27217,90496,0,Unposted,Urban,MCKENNEY LN,Kennebunk,31110,York,31,Gravel,1,Southern,71.6135177,-70.48178343,43.35837378,4.834700155,7.000000224,5.328691309,0,1.03544978,5.694028301,No Damage,Seavey,2.52984,109.8,234.205518,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,2.30486,2.798851137,4.47016,0
No Damage,174150,A,4,SA-001,3769,Minor Collector,Urban,1040,State aid,3114757,Fed aid non-NHS,2,Y,0.03,3120001,0.08,RD INV 31 20001,87057,0,Unposted,Urban,BEACH AV,Kennebunk,31110,York,31,Flexible,1,Southern,31.94600732,-70.48107654,43.35904296,7.000000224,8.000000256,7.743609109,0,0.817022865,6.213490777,No Damage,Seavey,2.52984,109.8,191.9844074,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Kennebunk,8.1534,4.47016,5.213768861,5.47016,0
Damage,53552,E,5,IR-3180020,995,Local,Rural,1000,Townway,5082311,Non-fed aid non-NHS,2,Y,0,3180020,0.35,RD INV 31 80020,98108,25,Posted,Urban,ELDRIDGE RD,Wells,31270,York,31,Flexible,1,Southern,238.4941084,-70.57415377,43.29061709,2.000000064,4.000000128,2.425977643,0,1.181320985,6.451257437,Damage,Seavey,2.52984,109.8,251.8602884,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Wells,7.8994,-0.52984,-0.103862435,1.47016,204
No Damage,150006,E,5,IR-3180081,1925,Local,Rural,1000,Townway,234081,Non-fed aid non-NHS,2,Y,0.17,3180081,0.31,RD INV 31 80081,92215,25,Posted,Urban,WEBHANNET DR,Wells,31270,York,31,Flexible,1,Southern,92.84179818,-70.57118693,43.29007268,4.000000128,4.000000128,4.000000128,0,0,0,No Damage,Seavey,2.52984,109.8,3.992406138,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Wells,7.8994,1.47016,1.47016,1.47016,0
No Damage,150817,E,5,IR-3180049,104,Local,Rural,1000,Townway,234075,Non-fed aid non-NHS,2,Y,0.06,3180049,0.1,RD INV 31 80049,27934,0,Unposted,Urban,SEAVIEW DR,Wells,31270,York,31,Flexible,1,Southern,26.04212468,-70.57258823,43.28913177,3.000000096,3.000000096,3.000000096,0,0,0,No Damage,Seavey,2.52984,109.8,107.8862334,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Wells,7.8994,0.47016,0.47016,0.47016,0
No Damage,150816,E,5,IR-3180049,157,Local,Rural,1000,Townway,234074,Non-fed aid non-NHS,2,Y,0.1,3180049,0.15,RD INV 31 80049,100274,0,Unposted,Urban,SEAVIEW DR,Wells,31270,York,31,Flexible,1,Southern,31.84451444,-70.57175338,43.28909189,3.000000096,4.000000128,3.161806371,0,1.395272117,5.206310472,No Damage,Seavey,2.52984,109.8,40.039044,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Wells,7.8994,0.47016,0.631966269,1.47016,0
No Damage,170213,E,5,IR-3180004,161,Local,Rural,1000,Townway,2036753,Non-fed aid non-NHS,2,Y,0.2,3180004,0.32,RD INV 31 80004,92527,0,Unposted,Urban,BEACHWOOD TER,Wells,31270,York,31,Flexible,1,Southern,79.16578084,-70.57537927,43.2894601,4.000000128,6.000000192,5.452943318,0,1.031009511,5.802559678,No Damage,Seavey,2.52984,109.8,335.9297423,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Wells,7.8994,1.47016,2.923103142,3.47016,0
No Damage,150005,E,5,IR-3180049,104,Local,Rural,1000,Townway,234078,Non-fed aid non-NHS,2,Y,0,3180049,0.06,RD INV 31 80049,19428,0,Unposted,Urban,SEAVIEW DR,Wells,31270,York,31,Flexible,1,Southern,38.89435068,-70.57302044,43.28868898,3.000000096,6.000000192,4.150118154,0,1.224333105,5.881072074,No Damage,Seavey,2.52984,109.8,146.8307926,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Wells,7.8994,0.47016,1.620278021,3.47016,0
Damage,53080,E,5,IR-3180081,1753,Local,Rural,1000,Townway,5082319,Non-fed aid non-NHS,2,Y,0.57,3180081,1.01,RD INV 31 80081,94548,25,Posted,Urban,WEBHANNET DR,Wells,31270,York,31,Flexible,1,Southern,298.2734522,-70.56925288,43.2973346,2.000000064,4.000000128,2.789278091,0,1.256442595,6.631204865,Damage,Seavey,2.52984,109.8,57.94186887,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Wells,7.8994,-0.52984,0.259438002,1.47016,204
No Damage,53079,E,5,IR-3180081,2936,Local,Rural,1000,Townway,5082318,Non-fed aid non-NHS,2,Y,0.49,3180081,0.57,RD INV 31 80081,19379,25,Posted,Urban,WEBHANNET DR,Wells,31270,York,31,Flexible,1,Southern,52.43405878,-70.56859957,43.29374415,2.000000064,2.000000064,2.000000064,0,0,0,No Damage,Seavey,2.52984,109.8,80.07710835,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Wells,7.8994,-0.52984,-0.52984,-0.52984,204
No Damage,150007,E,5,IR-3180028,85,Local,Rural,1000,Townway,234082,Non-fed aid non-NHS,2,Y,0,3180028,0.05,RD INV 31 80028,48170,0,Unposted,Urban,GOLD RIBBON DR,Wells,31270,York,31,Flexible,1,Southern,36.97570012,-70.56843341,43.2933655,2.000000064,4.000000128,3.485662782,0,1.047786686,6.17221368,No Damage,Seavey,2.52984,109.8,36.95361432,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Wells,7.8994,-0.52984,0.955822672,1.47016,204
No Damage,150008,E,5,IR-3180023,124,Local,Rural,1000,Townway,234087,Non-fed aid non-NHS,2,Y,0,3180023,0.06,RD INV 31 80023,5995,0,Unposted,Urban,FOLSOM LN,Wells,31270,York,31,Flexible,1,Southern,38.98193252,-70.56838968,43.30018735,3.000000096,3.000000096,3.000000096,0,0,0,No Damage,Seavey,2.52984,109.8,81.12914222,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Wells,7.8994,0.47016,0.47016,0.47016,0
No Damage,150018,E,5,IR-3180013,136,Local,Rural,1000,Townway,234104,Non-fed aid non-NHS,2,Y,0,3180013,0.07,RD INV 31 80013,91839,0,Unposted,Urban,CRESCENT LN,Wells,31270,York,31,Flexible,1,Southern,47.60910788,-70.56809572,43.30046912,3.000000096,4.000000128,3.474319954,0,0.948645171,6.547583674,No Damage,Seavey,2.52984,109.8,93.73685255,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Wells,7.8994,0.47016,0.944479843,1.47016,0
No Damage,53101,E,5,IR-3180081,1595,Local,Rural,1000,Townway,5082343,Non-fed aid non-NHS,2,Y,1.01,3180081,1.04,RD INV 31 80081,92265,25,Posted,Urban,WEBHANNET DR,Wells,31270,York,31,Flexible,1,Southern,17.62324392,-70.56896147,43.30058564,3.000000096,3.000000096,3.000000096,0,0,0,No Damage,Seavey,2.52984,109.8,56.98915021,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Wells,7.8994,0.47016,0.47016,0.47016,0
Damage,53081,E,5,IR-3180028,85,Local,Rural,1000,Townway,5082320,Non-fed aid non-NHS,2,Y,0.05,3180028,0.09,RD INV 31 80028,3548,0,Unposted,Urban,GOLD RIBBON DR,Wells,31270,York,31,Flexible,1,Southern,27.47425851,-70.56822009,43.29399506,2.000000064,4.000000128,3.358863155,0,1.265509886,6.555365444,No Damage,Seavey,2.52984,109.8,45.38372559,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Wells,7.8994,-0.52984,0.829023048,1.47016,204
No Damage,150019,E,5,IR-3180011,396,Local,Rural,1000,Townway,234105,Non-fed aid non-NHS,2,Y,0.02,3180011,0.05,RD INV 31 80011,7616,25,Posted,Urban,CHURCH ST,Wells,31270,York,31,Flexible,1,Southern,22.95956124,-70.56859511,43.30089217,3.000000096,5.00000016,4.173451748,0,1.330872298,6.212558147,No Damage,Seavey,2.52984,109.8,91.62019342,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Wells,7.8994,0.47016,1.643611613,2.47016,0
No Damage,53099,E,5,IR-3180011,531,Local,Rural,1000,Townway,5082341,Non-fed aid non-NHS,2,Y,0.05,3180011,0.08,RD INV 31 80011,20784,25,Posted,Urban,CHURCH ST,Wells,31270,York,31,Flexible,1,Southern,22.43634062,-70.56831291,43.30133355,5.00000016,7.000000224,5.690020668,0,1.322370942,6.031142171,No Damage,Seavey,2.52984,109.8,129.2757668,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Wells,7.8994,2.47016,3.160180487,4.47016,0
No Damage,53315,E,5,IR-3180081,2869,Local,Rural,1000,Townway,5082316,Non-fed aid non-NHS,2,Y,0.31,3180081,0.49,RD INV 31 80081,33465,25,Posted,Urban,WEBHANNET DR,Wells,31270,York,31,Flexible,1,Southern,121.754836,-70.56980143,43.29210951,2.000000064,4.000000128,3.691701414,0,0.561658557,5.220683975,No Damage,Seavey,2.52984,109.8,3.291017213,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Wells,7.8994,-0.52984,1.161861297,1.47016,204
No Damage,150767,E,5,IR-3180004,146,Local,Rural,1000,Townway,234073,Non-fed aid non-NHS,2,Y,0,3180004,0.12,RD INV 31 80004,58215,0,Unposted,Urban,BEACHWOOD TER,Wells,31270,York,31,Flexible,1,Southern,82.90692664,-70.57225293,43.28855752,3.000000096,8.000000256,5.77031069,0,1.359724417,6.417279424,No Damage,Seavey,2.52984,109.8,86.20459892,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Wells,7.8994,0.47016,3.240470504,5.47016,0
No Damage,53313,E,5,IR-3180042,382,Local,Rural,1000,Townway,5082314,Non-fed aid non-NHS,2,Y,1.8,3180042,1.97,RD INV 31 80042,21158,25,Posted,Urban,OCEAN AV,Wells,31270,York,31,Flexible,1,Southern,113.6520109,-70.57517946,43.28853094,3.000000096,7.000000224,4.734811526,0,1.474627504,6.05641547,No Damage,Seavey,2.52984,109.8,322.8878466,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Wells,7.8994,0.47016,2.204971375,4.47016,0
Damage,71410,E,5,IR-3180015,173,Local,Rural,1000,Townway,5082357,Non-fed aid non-NHS,2,Y,1.19,3180015,1.21,RD INV 31 80015,59181,0,Unposted,Urban,DRAKES ISLAND RD,Wells,31270,York,31,Flexible,1,Southern,15.44719048,-70.55149088,43.32448703,3.000000096,4.000000128,3.060520954,0,1.605560754,5.9904786,No Damage,Seavey,2.52984,109.8,30.82167974,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Wells,7.8994,0.47016,0.530680855,1.47016,0
No Damage,71409,E,5,IR-3180016,599,Local,Rural,1000,Townway,5082356,Non-fed aid non-NHS,2,Y,0.35,3180016,0.39,RD INV 31 80016,10480,25,Posted,Urban,ISLAND BEACH RD,Wells,31270,York,31,Flexible,1,Southern,29.85508444,-70.55189032,43.3243339,3.000000096,3.000000096,3.000000096,0,0,0,No Damage,Seavey,2.52984,109.8,51.86709549,Western Shelf,6.97,147.4,4.38,132.45,Portland,20.1,127,12.63,182.9,Wells,7.8994,0.47016,0.47016,0.47016,0
